==========================================================================================
CRYPTIANA VATICAN MATRIX: CUDA Deep Space (KryptosBot Strict Scoring)
==========================================================================================

Generating periodic keys...
Targeting 475,254 periodic keys per alphabet.

Igniting GPU Sweep...
TOTAL PROCESSED      | SPEED                | BATCH TIME   | HITS FOUND
5.27 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.28 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.28 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.28 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.28 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.28 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.29 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.29 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.29 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.29 Trillion        | 420 M/sec            |  4.75s       |     0 hits
5.29 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.30 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.31 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.31 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.31 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.32 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.32 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.32 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.32 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.32 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.33 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.34 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.34 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.35 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.35 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.36 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.36 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.37 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.38 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.38 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.38 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.39 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.40 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.40 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.41 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.41 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.41 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.41 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.41 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.42 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.42 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.43 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.43 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.44 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.45 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.45 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.46 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.47 Trillion        | 420 M/sec            |  4.75s       |     0 hits
5.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.48 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.48 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.49 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.49 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.49 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.49 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.49 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.50 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.50 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.50 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.50 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.50 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.52 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.53 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.54 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.54 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.54 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.54 Trillion        | 419 M/sec            |  4.76s       |     0 hits
5.54 Trillion        | 419 M/sec            |  4.76s       |     0 hits
5.55 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.55 Trillion        | 420 M/sec            |  4.75s       |     0 hits
5.55 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.55 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.55 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.56 Trillion        | 423 M/sec            |  4.72s       |     0 hits
5.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.57 Trillion        | 423 M/sec            |  4.72s       |     0 hits
5.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.58 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.59 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.60 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.60 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.60 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.61 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.62 Trillion        | 423 M/sec            |  4.72s       |     0 hits
5.62 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.63 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.63 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.63 Trillion        | 420 M/sec            |  4.75s       |     0 hits
5.63 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.63 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.64 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.64 Trillion        | 422 M/sec            |  4.74s       |     0 hits
5.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
